game_id,side,entry_px,wager,our_filled,n_needed,total_volume,volume_at_or_below,vol_at_price,fill_pct,share_of_total,share_of_qualifying,won
3a283716-466b-440c-a344-5994da2e16aa,YES,0.36,1359.5627676391714,3932.036478969061,3932.036478969061,141794.0,63336.0,48293.0,1.0,0.027730626676510016,0.06208217252382628,1
2de72b4c-3c39-42c4-8321-18efac227563,NO,0.38,2831.32,7533.0,7533.0,22751.0,7533.0,4411.0,1.0,0.33110632499670345,1.0,1
56ef45bc-fa3c-47bb-926c-8b9f8433bdb6,NO,0.41000000000000003,2594.606344079096,6551.690860197739,6551.690860197739,62299.0,25221.0,0.0,1.0,0.10516526525622785,0.25977125650044564,1
2eb1473f-e48b-4a13-bb64-bb3604b03c6d,NO,0.4,2596.5705499035,7250.695971954166,7250.695971954166,66151.0,54874.0,1124.0,1.0,0.1096082594662842,0.13213354178580322,1
4b134f76-aff1-49fb-b585-3e9073eb44c2,NO,0.51,5656.896497919739,12916.883691129868,12916.883691129868,18709.0,18709.0,193.0,1.0,0.6904101604110251,0.6904101604110251,1
74f4d3c6-f105-49b3-bb25-ee57ac47d235,NO,0.47,4199.090304129378,9245.805008976908,9245.805008976908,32159.0,20809.0,5764.0,1.0,0.2875028766123607,0.444317603391653,1
3f5f7cac-ecfc-4b06-a399-6b587dc94aab,NO,0.41000000000000003,2437.5799999999995,5998.0,5998.0,8706.0,5998.0,0.0,1.0,0.6889501493223065,1.0,0
fdec04dc-4b3e-4713-8640-3988c3e4f01f,NO,0.37,623.62,1701.0,1701.0,4643.0,1701.0,1126.0,1.0,0.3663579582166703,1.0,1
f69e50f9-fa32-4c94-9a1b-f8a270e47e4c,YES,0.55,4645.919999999999,8557.0,8557.0,9929.0,8557.0,2604.0,1.0,0.8618189142914694,1.0,0
673f7bf8-4cb2-4836-9dec-4131b50da342,YES,0.56,11816.031231084518,21710.64505550808,21710.64505550808,31395.0,27564.0,6142.0,1.0,0.6915319336043345,0.7876449374368045,1
3495c00d-950e-4e49-87e6-3a022d1d9c1b,YES,0.41,1574.4599999999998,3847.0,3847.0,5182.0,3847.0,3566.0,1.0,0.7423774604399845,1.0,1
b233aa62-25a1-489f-9f1a-ad31d9a6a7c2,NO,0.5,5810.781332128634,12440.919441934659,12440.919441934659,14764.0,14764.0,0.0,1.0,0.8426523599251327,0.8426523599251327,1
b6df91b4-c8f5-45f8-bebf-c6845d61912b,NO,0.49,6533.549999999999,15068.0,15068.0,15068.0,15068.0,0.0,1.0,1.0,1.0,0
