market_ticker,event_ticker,series_ticker,title,yes_sub_title,no_sub_title,status,market_type,open_time,close_time,expected_expiration_time,settlement_ts,rules_primary,rules_secondary,expiration_value,can_close_early,early_close_condition,result,settlement_value_dollars,last_price_dollars,volume_fp,open_interest_fp,custom_strike
KXWNBAGAME-25JUN01CONNNY-NY,KXWNBAGAME-25JUN01CONNNY,KXWNBAGAME,Connecticut vs New York Winner?,New York,New York,finalized,binary,2025-05-31 12:05:00+00:00,2025-06-01 21:03:35.998296+00:00,2025-06-01 22:00:00+00:00,2025-06-01 21:08:36.357322+00:00,"If New York wins the Connecticut vs New York professional women's basketball game originally scheduled for Jun 1, 2025, then the market resolves to Yes.","The following market refers to the Connecticut vs New York professional women's basketball game originally scheduled for Jun 1, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",New York,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,17801.0,16937.0,{'basketball_team': '604e3820-06da-4bec-911b-63b33d203d42'}
KXWNBAGAME-25JUN01LVSEA-LV,KXWNBAGAME-25JUN01LVSEA,KXWNBAGAME,Las Vegas vs Seattle Winner?,Las Vegas,Las Vegas,finalized,binary,2025-05-31 12:05:00+00:00,2025-06-02 00:12:43.375376+00:00,2025-06-02 01:00:00+00:00,2025-06-02 00:17:44.157181+00:00,"If Las Vegas wins the Las Vegas vs Seattle professional women's basketball game originally scheduled for Jun 1, 2025, then the market resolves to Yes.","The following market refers to the Las Vegas vs Seattle professional women's basketball game originally scheduled for Jun 1, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Las Vegas,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,38410.0,26094.0,{'basketball_team': '3b8c40d9-1fac-4fb2-b861-dc3e2331d799'}
KXWNBAGAME-25JUN01LVSEA-SEA,KXWNBAGAME-25JUN01LVSEA,KXWNBAGAME,Las Vegas vs Seattle Winner?,Seattle,Seattle,finalized,binary,2025-05-31 12:05:00+00:00,2025-06-02 00:12:43.375376+00:00,2025-06-02 01:00:00+00:00,2025-06-02 00:17:44.157181+00:00,"If Seattle wins the Las Vegas vs Seattle professional women's basketball game originally scheduled for Jun 1, 2025, then the market resolves to Yes.","The following market refers to the Las Vegas vs Seattle professional women's basketball game originally scheduled for Jun 1, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Las Vegas,True,This market will close and expire after a winner is declared.,no,0.0,0.01,30599.0,21064.0,{'basketball_team': 'db3626f5-9c8b-4c2b-85d4-e29b5a0520f9'}
KXWNBAGAME-25JUN01MINGS-GS,KXWNBAGAME-25JUN01MINGS,KXWNBAGAME,Minnesota vs Golden State Winner?,Golden State,Golden State,finalized,binary,2025-05-31 12:05:00+00:00,2025-06-02 02:54:32.647113+00:00,2025-06-02 03:30:00+00:00,2025-06-02 02:59:33.157009+00:00,"If Golden State wins the Minnesota vs Golden State professional women's basketball game originally scheduled for Jun 1, 2025, then the market resolves to Yes.","The following market refers to the Minnesota vs Golden State professional women's basketball game originally scheduled for Jun 1, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Minnesota,True,This market will close and expire after a winner is declared.,no,0.0,0.01,97544.0,64794.0,{'basketball_team': '3da59c6b-c58b-4900-88cf-cf8382611868'}
KXWNBAGAME-25JUN01MINGS-MIN,KXWNBAGAME-25JUN01MINGS,KXWNBAGAME,Minnesota vs Golden State Winner?,Minnesota,Minnesota,finalized,binary,2025-05-31 12:05:00+00:00,2025-06-02 02:54:32.647113+00:00,2025-06-02 03:30:00+00:00,2025-06-02 02:59:33.157009+00:00,"If Minnesota wins the Minnesota vs Golden State professional women's basketball game originally scheduled for Jun 1, 2025, then the market resolves to Yes.","The following market refers to the Minnesota vs Golden State professional women's basketball game originally scheduled for Jun 1, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Minnesota,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,89704.0,67662.0,{'basketball_team': 'a7cfa9e6-9741-48f0-a041-18915949e1c4'}
KXWNBAGAME-25JUN01PHXLA-LA,KXWNBAGAME-25JUN01PHXLA,KXWNBAGAME,Phoenix vs Los Angeles Winner?,Los Angeles,Los Angeles,finalized,binary,2025-05-31 12:05:00+00:00,2025-06-02 00:16:22.702993+00:00,2025-06-02 01:00:00+00:00,2025-06-02 00:21:23.156494+00:00,"If Los Angeles wins the Phoenix vs Los Angeles professional women's basketball game originally scheduled for Jun 1, 2025, then the market resolves to Yes.","The following market refers to the Phoenix vs Los Angeles professional women's basketball game originally scheduled for Jun 1, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Phoenix,True,This market will close and expire after a winner is declared.,no,0.0,0.01,51050.0,21511.0,{'basketball_team': 'd42bc7b5-1ebd-472d-b74b-ffacfe4eea18'}
KXWNBAGAME-25JUN01PHXLA-PHX,KXWNBAGAME-25JUN01PHXLA,KXWNBAGAME,Phoenix vs Los Angeles Winner?,Phoenix,Phoenix,finalized,binary,2025-05-31 12:05:00+00:00,2025-06-02 00:16:22.702993+00:00,2025-06-02 01:00:00+00:00,2025-06-02 00:21:23.156494+00:00,"If Phoenix wins the Phoenix vs Los Angeles professional women's basketball game originally scheduled for Jun 1, 2025, then the market resolves to Yes.","The following market refers to the Phoenix vs Los Angeles professional women's basketball game originally scheduled for Jun 1, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Phoenix,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,77607.0,37389.0,{'basketball_team': 'a007957c-46fa-4d50-82f8-48dd4da02ba6'}
KXWNBAGAME-25JUN03DALSEA-DAL,KXWNBAGAME-25JUN03DALSEA,KXWNBAGAME,Dallas vs Seattle Winner?,Dallas,Dallas,finalized,binary,2025-06-02 12:05:00+00:00,2025-06-04 03:56:30.220325+00:00,2025-06-04 04:30:00+00:00,2025-06-04 04:01:30.362510+00:00,"If Dallas wins the Dallas vs Seattle professional women's basketball game originally scheduled for Jun 3, 2025, then the market resolves to Yes.","The following market refers to the Dallas vs Seattle professional women's basketball game originally scheduled for Jun 3, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Seattle,True,This market will close and expire after a winner is declared.,no,0.0,0.01,98913.0,54996.0,{'basketball_team': 'e1f8423b-aac4-4be1-a81e-934ca854f69c'}
KXWNBAGAME-25JUN03DALSEA-SEA,KXWNBAGAME-25JUN03DALSEA,KXWNBAGAME,Dallas vs Seattle Winner?,Seattle,Seattle,finalized,binary,2025-06-02 12:05:00+00:00,2025-06-04 03:56:30.220325+00:00,2025-06-04 04:30:00+00:00,2025-06-04 04:01:30.362510+00:00,"If Seattle wins the Dallas vs Seattle professional women's basketball game originally scheduled for Jun 3, 2025, then the market resolves to Yes.","The following market refers to the Dallas vs Seattle professional women's basketball game originally scheduled for Jun 3, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Seattle,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,115549.0,58714.0,{'basketball_team': 'db3626f5-9c8b-4c2b-85d4-e29b5a0520f9'}
KXWNBAGAME-25JUN03PHXMIN-MIN,KXWNBAGAME-25JUN03PHXMIN,KXWNBAGAME,Phoenix vs Minnesota Winner?,Minnesota,Minnesota,finalized,binary,2025-06-02 12:05:00+00:00,2025-06-04 01:56:45.903592+00:00,2025-06-04 03:00:00+00:00,2025-06-04 02:01:45.772958+00:00,"If Minnesota wins the Phoenix vs Minnesota professional women's basketball game originally scheduled for Jun 3, 2025, then the market resolves to Yes.","The following market refers to the Phoenix vs Minnesota professional women's basketball game originally scheduled for Jun 3, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Minnesota,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,18182.0,10392.0,{'basketball_team': 'a7cfa9e6-9741-48f0-a041-18915949e1c4'}
KXWNBAGAME-25JUN03PHXMIN-PHX,KXWNBAGAME-25JUN03PHXMIN,KXWNBAGAME,Phoenix vs Minnesota Winner?,Phoenix,Phoenix,finalized,binary,2025-06-02 12:05:00+00:00,2025-06-04 01:56:45.903592+00:00,2025-06-04 03:00:00+00:00,2025-06-04 02:01:45.772958+00:00,"If Phoenix wins the Phoenix vs Minnesota professional women's basketball game originally scheduled for Jun 3, 2025, then the market resolves to Yes.","The following market refers to the Phoenix vs Minnesota professional women's basketball game originally scheduled for Jun 3, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Minnesota,True,This market will close and expire after a winner is declared.,no,0.0,0.01,56917.0,41374.0,{'basketball_team': 'a007957c-46fa-4d50-82f8-48dd4da02ba6'}
KXWNBAGAME-25JUN03WSHIND-IND,KXWNBAGAME-25JUN03WSHIND,KXWNBAGAME,Washington vs Indiana Winner?,Indiana,Indiana,finalized,binary,2025-06-02 12:05:00+00:00,2025-06-04 01:18:28.819814+00:00,2025-06-04 02:00:00+00:00,2025-06-04 01:23:28.362860+00:00,"If Indiana wins the Washington vs Indiana professional women's basketball game originally scheduled for Jun 3, 2025, then the market resolves to Yes.","The following market refers to the Washington vs Indiana professional women's basketball game originally scheduled for Jun 3, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Indiana,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,29201.0,18559.0,{'basketball_team': '4a9939f7-dd96-474a-a036-525722701370'}
KXWNBAGAME-25JUN03WSHIND-WSH,KXWNBAGAME-25JUN03WSHIND,KXWNBAGAME,Washington vs Indiana Winner?,Washington,Washington,finalized,binary,2025-06-02 12:05:00+00:00,2025-06-04 01:18:28.819814+00:00,2025-06-04 02:00:00+00:00,2025-06-04 01:23:28.362860+00:00,"If Washington wins the Washington vs Indiana professional women's basketball game originally scheduled for Jun 3, 2025, then the market resolves to Yes.","The following market refers to the Washington vs Indiana professional women's basketball game originally scheduled for Jun 3, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Indiana,True,This market will close and expire after a winner is declared.,no,0.0,0.01,46917.0,37925.0,{'basketball_team': '249eb221-9551-49f8-be0e-e0364a897126'}
KXWNBAGAME-25JUN05GSPHX-GS,KXWNBAGAME-25JUN05GSPHX,KXWNBAGAME,Golden State vs Phoenix Winner?,Golden State,Golden State,finalized,binary,2025-06-04 12:05:00+00:00,2025-06-06 04:20:58.283095+00:00,2025-06-06 05:00:00+00:00,2025-06-06 04:25:58.356854+00:00,"If Golden State wins the Golden State vs Phoenix professional women's basketball game originally scheduled for Jun 5, 2025, then the market resolves to Yes.","The following market refers to the Golden State vs Phoenix professional women's basketball game originally scheduled for Jun 5, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Phoenix,True,This market will close and expire after a winner is declared.,no,0.0,0.01,91233.0,51234.0,{'basketball_team': '3da59c6b-c58b-4900-88cf-cf8382611868'}
KXWNBAGAME-25JUN05GSPHX-PHX,KXWNBAGAME-25JUN05GSPHX,KXWNBAGAME,Golden State vs Phoenix Winner?,Phoenix,Phoenix,finalized,binary,2025-06-04 12:05:00+00:00,2025-06-06 04:20:58.283095+00:00,2025-06-06 05:00:00+00:00,2025-06-06 04:25:58.356854+00:00,"If Phoenix wins the Golden State vs Phoenix professional women's basketball game originally scheduled for Jun 5, 2025, then the market resolves to Yes.","The following market refers to the Golden State vs Phoenix professional women's basketball game originally scheduled for Jun 5, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Phoenix,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,84004.0,56687.0,{'basketball_team': 'a007957c-46fa-4d50-82f8-48dd4da02ba6'}
